text,label
oringal dior man designer helper,product quality
fantastic find cant believe youre sweeping floor vintage dior,product quality
try,product quality
well im officially dior tok elderly aunt gave tum candy,product quality
goodness dont make em like anymore,product quality
one see smiley face diamant part,product quality
update happened,product quality
incredible pic grandma wearing,product quality
wonderful throw party honour dress get everyone come best,product quality
wear time shopping work gym time gorgeous kept wardrobe,product quality
dior date vintage piece,product quality
serial number likely made order couture garment rather rtw therefore hugely valuable provenance,product quality
great aunt used dior seamstress around time s wonder sewed dress,product quality
plis let algorithm take back update dress,product quality
omg get touch dior chance theyll still detail made someone specificallycouture,product quality
found year old vintage dior clutch dad gifted mom clasp rusted shut dior restored worth fortune,product quality
head heel meaning,product quality
hear song always remember vlada,product quality
yall never watched law order lot stuff happens irl show make super cautious,product quality
uncle modeled lot kate moss supermodel said would go day without sleeping sleep plane,product quality
aunt hour sleep show back back couldnt sleep way much anxiety,product quality
remember seeing video model werent getting sleep remembering city theyre even comment saying want model badly like,product quality
modeled younger would get shoot leave pm didnt supply food girl didnt bring,product quality
who first girl,product quality
true aunty told would sleep hr per day bc fashion show fashion show,product quality
true model friend gone place litterly said,product quality
paper look kinda cheap ngl,product quality
diory,product quality
u order dior notebook rich r u,product quality
dior never go sentence back school,product quality
unnecessary expensive would rather spend grocery food make happy,product quality
,
like grocery notebook say dior front idc rich would never buy,product quality
okyoure rich,product quality
dollar store notebook better paper smh,product quality
bet oxford notebook better paper,product quality
black one,product quality
yall sleeping pink one,product quality
ill take black one,product quality
blue one literally calling,product quality
black,product quality
blueee,product quality
tom kaulitz ahh song,product quality
give black rn,product quality
blue one,product quality
pink best wdym,product quality
rich,product quality
yall parent living woww,product quality
rich rich,product quality
bro rich guy,product quality
mom would probably,product quality
oh yall rich rich,product quality
ball alone expensive,product quality
oh u got moneyyyyyy,product quality
like mom,product quality
different tax bracket,product quality
donatella versace,product quality
name yves saint laurent mesmerising mind,product quality
imagine born badass name like yves saint laurent name self expensive,product quality
ok pero yves saint laurent,product quality
donatella carry fashion industry right,product quality
coco chanel,product quality
stella mccartney,product quality
coco chanel,product quality
tom ford look,product quality
bruh got good last name,product quality
yves saint laurent tough bro make brand name,product quality
