Text,labels,Tokens_used
"always full jolly joys respect young man sweet always smilin,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",559
"kind smile face,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",547
"walks nicely interestingly dressed,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"helps many,","Brand_labels: [""social impact""]
Emotion_labels: []",545
"jimin hits diff,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"called poor,","Brand_labels: [""customer service""]
Emotion_labels: [""bad""]",546
"cant even afford keychain,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",550
"awww smile end,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",570
"love bret youre literally fav,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"could go 3 vacations 10k,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",575
"10 000 least window,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",550
"buddy living inside suitcase,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"looks like something id build minecraft tbh,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",553
"damn wrapping thought gon na sit forever,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"chanel bags literally like 6000,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"genuinely excited grateful made night,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",552
"louis vuitton bag right next,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",556
"packaging wonder theyre expensive,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"im hear cant even buy bread im hungry,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"omg thats insane like congrats dude,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",555
"thatll 88000 thank u,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",573
"cant wait buy rep 60 lmao,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",554
"arm leg thanks,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",547
"beautiful see care attention given making perfect music backdrop,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"give pair free,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",547
"wan na buy first guy,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",550
"leaving 99 cents store,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"wan na buy first one,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"purchased michael kors bags tj maxx,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"coming ross bf carry stuff,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"yall know stuff yeah shes shopper people basically maid rich people shop gt time use service,","Brand_labels: [""customer service""]
Emotion_labels: []",560
"shes personal shopper guys,","Brand_labels: [""customer service""]
Emotion_labels: []",547
"first one,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"haha mean louboutins,","Brand_labels: [""product quality""]
Emotion_labels: [""hate""]",552
"christian louboutin louboutins,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"wait song actually say walk mile lou vuittons,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"thats enough tiktok today,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",573
"theresjellybeansinmyass louis vuittons,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"urbanchaos new shoe,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"want confidence,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",549
"cant even commit painting 5 canvas,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"wouldnt trust mama,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",551
"yeah sorry thats way expensive canvas,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"thought edgar allan poe second,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"value product much want,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"work lv directly,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"last time went louis vuitton lady mesmerized,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",554
"whole fam,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"1 john 19 confess sins faithful forgive us sins cleanse us unrighteousness,","Brand_labels: [""customer service"", ""ethical practices""]
Emotion_labels: [""love""]",564
"christian louboutin better,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"cant wait rich,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"one guys think better graduation christian louboutin ysl heels,","Brand_labels: [""product quality""]
Emotion_labels: []",555
"dream shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"think need,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",547
"social anxiety afraid kristy,","Brand_labels: [""customer service""]
Emotion_labels: [""bad""]",549
"went shocked embarrassed stressed traumatized,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",551
"heels beautiful tho,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",547
"high heels tippiesdemonstrated kristy kim possible version,","Brand_labels: [""product quality""]
Emotion_labels: []",556
"hes like still invited places,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"face said public tho,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"truly best ysl ad ive ever seen know go invest pair ysl heels,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",566
"cant take anywhere,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"mom useless ohh made tho,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",551
"really wan na know turns lol,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"look stressed end related hard,","Brand_labels: [""customer service""]
Emotion_labels: [""bad""]",549
"cried end omg xjshhs,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",576
"getting taken showing people counterfeit brand logos,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",554
"saw great youtuber post year two ago get inspo idea im sure gon na look,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""great""]",565
"leah soo gorge cud u make video wearing,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"need try ons pleaseeeee,","Brand_labels: [""customer service""]
Emotion_labels: []",547
"dont shy tell us got,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"oh god last one,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"love ysl pair sooooo muchhhhhh,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"butterfly ones like 500 swiss francs sooo expensive beautiful,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",559
"lea powerful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"audio shoes facial expressions video top tier,","Brand_labels: [""product quality""]
Emotion_labels: [""great""]",551
"girl electric blue eyeliner everything love,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"totally loosened,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",549
"getting free ysl lipstick macys today seeing video day new ring,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""excited""]",562
"testing,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",609
"clear nail polish prevent tarnish,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"lmao partycap boys ok boomersorry bout partyshirt,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",558
"bother said cap fact fact cap,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",574
"pisses cant figure something bf like 25 seconds lol,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",556
"thin fingers said,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"thats plastic gold starts fade away dont buy lipstick worth,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",556
"toxic trait thinking would 50,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"arent supposed start advent calendars first day december,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"self control id open day 1,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",552
"already looking 100x better chanel last yr,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",560
"yessss love spend money,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
"thought narrative promote french goods,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"uncomfortable shoes look cute collection use ones,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"younger brother,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",611
"showing feet cant,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",551
"whats point u cover 95 ureself anyways,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",578
"whats point buying expensive beautiful shoes youre gon na always cover long black clothesdont mean offend,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",563
"yessss worship brands admire lifestyle represent babe youre french easy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"apparently one works right,","Brand_labels: [""customer service""]
Emotion_labels: []",547
"sponsor haircut,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",549
"finally,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",568
"damn amount creativity,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
